Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),count,block_group,tract,geoid
97163,Street Light,32.7382203,-117.2221393,8/2/16,"Light Out at 3300 YONGE ST, 92106",Duplicate,MULTIPLE ST LIGHTS OUT ALONG 3300 BLK,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uoMSAAY,,28,1,3,006900,060730069003
97193,Street Light,32.9176186,-117.2226968,8/2/16,"Street Light Light Out at 4262 Calle Mejillones, San Diego, CA, United States",Assigned,Security Walkway lights out at Torrey Hills Neighborhood Park. Breakers tripped causing main breaker to trip,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uqBHAAY,,28,1,1,008333,060730083331
97206,Street Light,32.948165,-117.078863,8/2/16,"Street Light Light Out at 12660 Picarte Place, San Diego, CA, United States",Assigned,The street light in front of 12660 Picarte Pl. is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uqbjAAA,,28,1,3,017039,060730170393
97212,Street Light,32.961855,-117.134039,8/2/16,"Street Light Light Out at 8900 Twin Trails Drive, San Diego, CA, United States",Assigned,Please provide personnel and equipment to relamp two lights out in the park.  Pole 5 on the 3rd base line of the baseball field appears to have lost the lamp cover. See attached GDP. Residents in the area are concerned about illegal activity taking place on this side of the park due to the lights being out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uql5AAA,,28,1,1,008337,060730083371
97215,Street Light,32.71155556,-117.1669677,8/2/16,"Street Light Light Out at 448 Market St, San Diego, CA 92101, USA",Duplicate,"All of the street lights on Market Street between Columbia St and State St are out, including the 1st light on Columbia & State.  Thank you!",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uqp2AAA,,28,1,3,005400,060730054003
97237,Street Light,32.78463739,-117.1248838,8/2/16,"Street Light Light Out at Stadium Way, San Diego, CA 92108, USA",Assigned,I don't know if you are responsible for the street lights on Stadium Way but none of them turn on at night even during stadium events.  There are even lighted signs that don't work either.  I think they all need new light bulbs,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001urTHAAY,,28,1,1,009304,060730093041
97255,Street Light,32.7499283,-117.1146826,8/2/16,"Street Light Light Out at 3636 University Avenue, San Diego, CA, United States",Assigned,Street light is out and has been vandalized,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001us6FAAQ,,28,1,2,002201,060730022012
97288,Street Light,32.9504625,-117.250514,8/2/16,"Street Light Light Out at 2460 El Amigo Rd, Del Mar, CA, United States",Assigned,The light at the corner of El Amigo Rd and Mercado Dr. is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ut3pAAA,,28,1,2,008324,060730083242
97291,Street Light,32.7478077,-117.2268961,8/2/16,"Street Light Light Out at 2636 Worden Street, San Diego, CA, United States",Duplicate,"Several blocks of Worden St. and Polack Street, lights have been out for 5 days.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ut73AAA,,28,1,3,006802,060730068023
97296,Street Light,32.7485791,-117.07793,8/2/16,"Street Light Light Out at 5450 University Avenue, San Diego, CA, United States",Assigned,Several street lights are out on 54th & University Ave. and have been out for over a week. Concrete poles.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001utEOAAY,,28,1,3,002702,060730027023
97309,Street Light,32.80855926,-117.0559229,8/2/16,Light Out at 6425 CIBOLA RD-#15 LIGHT OUT,Assigned,LIGHT #15 NEXT TO STAIR WELL IS OUT @ THE PARK,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001utlwAAA,,28,1,3,009704,060730097043
80504,Street Light,32.72267646,-117.1276143,5/20/16,"Street Light Light Out at 1620 31st St, San Diego, CA 92102, USA",Closed,test,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rJEfAAM,5/20/16,0,1,1,004400,060730044001
80505,Street Light,32.71195276,-117.1592107,5/20/16,"Street Light Light On During Day at 675 Sixth Ave, San Diego, CA 92101, USA",Closed,"test only, please don't create a notification",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rJEuAAM,5/20/16,0,1,2,005300,060730053002
80506,Street Light,32.76310438,-117.1173146,5/20/16,"Street Light Light Out at 4698 35th St, San Diego, CA 92116, USA",Closed,test,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rJHPAA2,5/20/16,0,1,3,001800,060730018003
80818,Street Light,32.91928651,-117.2162417,5/21/16,"Light Out at 4603 TORREY CIR, 92130",Closed,STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMAHAA2,5/21/16,0,1,1,008333,060730083331
80824,Street Light,32.76058995,-117.0621849,5/21/16,"Light Out at 4601 63RD ST, 92115",Acknowledged,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMDzAAM,,101,1,2,002902,060730029022
80847,Street Light,32.7419542,-117.1832326,5/21/16,Street Light Light Out at Corner of Washington and Hancock Street,Closed,The light is not exactly at the corner... it is in about 20-30 feet.Homeless camping at base of light have tossed rocks up and completely broken the fixture.It is one of the new historic fixtures recently installed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMIpAAM,7/15/16,54,1,3,006500,060730065003
81041,Street Light,32.9486535,-117.2222557,5/22/16,"Street Light Light Out at 12746 Futura St, San Diego, CA, United States",Assigned,Street light is out in front of 12746 Futura St. May also be others out.  Street is very dark.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMlDAAU,,100,1,1,008330,060730083301
81111,Street Light,32.7414859,-117.1827676,5/23/16,"Street Light Light Out at 1735 Hancock Street, San Diego, CA, United States",Closed,"The decorative glass globe that was on the top of the light pole is missing, probably broken.  The light pole is on the southwest corner of Hancock Street and Washington Street next to 57 Degrees.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMoRAAU,7/15/16,53,1,3,006500,060730065003
81125,Street Light,32.923766,-117.039332,5/23/16,"Street Light Light Out at 11388 Stockwood Cove, San Diego, CA, United States",Closed,"Street light out in front of 11388 Stockwood Court in San Diego, CA 92131.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rO4fAAE,7/9/16,47,1,1,009504,060730095041
81128,Street Light,32.6985523,-117.131602,5/23/16,"Street Light Light On During Day at 2902 Marcy Avenue, San Diego, CA, United States",Closed,The security lights in the front parking lot of Memorial Recreation Center do not turn off.Attention - Mike,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rOQMAA2,6/1/16,9,1,1,003902,060730039021
81129,Street Light,32.6985523,-117.131602,5/23/16,"Street Light Light Out at 2902 Marcy Avenue, San Diego, CA, United States",Closed,Memorial Recreation Centers outdoor security lights surrounding the multipurpose field are not coming on at the clock (timer).  Please inspect and repair.Attention - Mike,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rORoAAM,7/12/16,50,1,1,003902,060730039021
81130,Street Light,32.6996966,-117.1436501,5/23/16,"Street Light Light On During Day at 1982 National Avenue, San Diego, CA, United States",Closed,Chicano park basketball lights are turning on and off randomly.  Please inspect light timer and adjust to turn on at 7pm and off at 10:15pm.  Thanks.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rOYQAA2,7/12/16,50,1,1,005000,060730050001
81186,Street Light,32.795865,-117.044981,5/23/16,"Street Light Light Out at 6900-7010 Belle Glade Ave, San Diego, CA 92119, USA",Closed,The street light on belle glade and Hyde park has been out for awhile. The street is super dark at night. It's in the corner where the red house is,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rQnrAAE,7/12/16,49,1,3,009706,060730097063
81189,Street Light,32.5671472,-117.084184,5/23/16,"Street Light Light Out at 1560-1580 Hollister St, San Diego, CA 92154, USA",Assigned,"*SECOND REQUEST.  STREET LIGHT ON HOLLISTER ST. DIRECTLY IN FRONT OF SWHS,NEAREST TO FIRE HYDRANT & BUS STOP.   TYPE IS MER7   ID # ON POLE1139  ( **9 MIGHT ALSO BE AN 8 OR AN ""S"". )  ID PLATE WAS PAINTED OVER AND WAS HARD TO READ.   STREET LIGHT HAS BEEN OUT FOR OVER A MONTH...",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rQziAAE,,99,1,5,010110,060730101105
81192,Street Light,32.88538318,-117.2485553,5/23/16,"Light Out at 9775 LA JOLLA FARMS RD, 92037",Closed,STREET LIGHT HAS BEEN OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRBKAA2,7/16/16,53,1,1,008312,060730083121
81194,Street Light,32.742516,-117.221199,5/23/16,"Street Light Light Out at 3444 Dumas Street, San Diego, CA, United States",Closed,The street light at the intersection of Dumas and Clove has a light cover that is about ready to fall from the pole.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRDkAAM,7/9/16,46,1,3,006900,060730069003
81211,Street Light,32.753853,-117.106897,5/23/16,"Street Light Light Out at 4231 41st St, San Diego, CA, United States",Closed,Street light is not working.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRcQAAU,7/12/16,49,1,3,002202,060730022023
81212,Street Light,32.7922428,-117.1755266,5/23/16,"Street Light Light Out at 6600 Osler Street, San Diego, CA 92111, United States",Closed,"Between Osler Street (7000 Block) heading west and Osler Street (6600 Block), I would like to ask if possible more street lights could be installed to help us with crime prevention and safety for our community.  Please see attached with cross streets and blocks.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRdsAAE,8/10/16,78,1,1,008600,060730086001
81214,Street Light,32.7555292,-117.143355,5/23/16,"Street Light Light On During Day at 2010 El Cajon Boulevard, San Diego, CA, United States",Closed,Duel globe street light day burner,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRfjAAE,7/9/16,46,1,4,001000,060730010004
81215,Street Light,32.7573755,-117.080525,5/23/16,"Street Light Light On During Day at 5379 El Cajon Boulevard, San Diego, CA, United States",Closed,Double globe day burner,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRgrAAE,8/30/16,98,1,1,002708,060730027081
81217,Street Light,32.800607,-117.128968,5/23/16,"Street Light Light Out at 3158 Admiral Avenue, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRjHAAU,7/12/16,49,1,1,009305,060730093051
81218,Street Light,32.7298568,-117.1297383,5/23/16,"Street Light Light Out at 2302 30th Street, San Diego, CA, United States",Assigned,"5 Globe light, south west on, other 4 not working",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRk5AAE,,99,1,3,004300,060730043003
81222,Street Light,32.783066,-117.249382,5/23/16,"Street Light  at 1008 Santa Clara Pl San Diego, CA 92109",Closed,Light pole #5 next to kids swings has exposed wires due to a broken cover. It also appears to have a melted burnt out power outlet as well. Can you please fix due to the safety hazard it creates to the community. Thanks.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rRpFAAU,7/12/16,49,1,3,007600,060730076003
81237,Street Light,33.007757,-117.079181,5/23/16,"Street Light Light Out at 16142 Avenida Venusto, San Diego, CA, United States",Closed,The light illuminates the entire end of a culdesac and is currently not working. It has been out for 3 months now...,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSG6AAM,5/23/16,0,1,2,017052,060730170522
81262,Street Light,32.7503827,-117.2178132,5/23/16,"Street Light Light Out at 3622 Kemper Court, San Diego, CA, United States",Closed,"there is only one street light in the cul de sac that is very dim and must be going out. This is  unsafe for the 3 apartment complex's tenants that have to walk up the street and sidewalks, and we have had car break in's and more homeless wandering around and you cannot see at night..request for a brighter light for saftey",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSRTAA2,7/9/16,46,1,2,006802,060730068022
81268,Street Light,32.8002605,-117.1450648,5/23/16,"Street Light Light Out at 3055 Afton Road, San Diego, CA, United States",Closed,"They replaced the pole a few weeks ago, but the light has not been on since then.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSUNAA2,7/12/16,49,1,3,009201,060730092013
81270,Street Light,32.7104023,-117.1628336,5/23/16,"Street Light Light Out at 201-249 W Island Ave, San Diego, CA 92101, USA",Assigned,on the Southside of Island ave between Front and Union ave all street lights are not working,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSUcAAM,,99,1,4,005400,060730054004
81271,Street Light,32.7254057,-117.1036634,5/23/16,"Street Light Light Out at 4272 Home Ave, San Diego, CA 92105, USA",Assigned,Location:  Underneath 805 fwy and cross-street Home Ave.   The lights above Home Ave do not work.  It is completely dark at night when driving under the 805 fwy.   There are several lights that don't work.  Please place or upgrade these lights.  Hopefully bright LED lights are now available.  The community will deeply appreciate the vehicle and pedestrian safety.  Thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSUmAAM,,99,1,1,002502,060730025021
81272,Street Light,32.72458998,-117.105234,5/23/16,"Street Light Light Out at 1801-1831 Hixson Ave, San Diego, CA 92105, USA",Closed,"Location:  Hixon Ave and Home Ave.   The intersection street light has bad illumination compared to other city locations.  This intersection is very dark and night due to the low lumens given by this small outdated street light.  Requesting:  Replace existing light with strong LED light that will provide quality light for vehicle traffic.  Possibly add a new light to properly capture this intersection. I believe there are a few street lights spread apart; however, all have low light hitting this intersection area.  Any help will be deeply appreciated by the community.  Thank you very much.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSUwAAM,8/26/16,94,1,1,002502,060730025021
81274,Street Light,32.78672571,-117.120214,5/24/16,"Street Light Light Out at FRIARS RD & MISSION VILLAGE DR,, 92108",Closed,"Per PD, vehicle hit light, still standing but please check for stability",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rSXMAA2,5/25/16,2,1,1,009305,060730093051
81292,Street Light,32.7162009,-117.1561498,5/24/16,"Street Light Light Out at 1055 Ninth Avenue, San Diego, CA, United States",Closed,Street Light has been knocked over. Please Reinstall.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rUN4AAM,7/12/16,49,1,2,005200,060730052002
81306,Street Light,32.7144484,-117.1258436,5/24/16,"Street Light Light Out at 6119 Broadway Avenue, San Diego, CA, United States",Closed,The street light to the right of premise is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rVClAAM,8/24/16,92,1,4,004100,060730041004
