Case Number,Parent Case Number,Status,Mobile/Web Status,Duplicate Verified,Override Duplicate,Functional Location,Question #1,Answer #1,Answer #1 Options,Question #2,Answer #2,Answer #2 Options,Question #3,Answer #3,Question #4,Answer #4,Referral Email List,Referred Email List,Contact Email Internal Referral,Display Referral Information,Referred Email Update,Priority,Case Origin,Case Reason,Date/Time Opened,Opened Date,Case Date/Time Last Modified,Case Last Modified Date,Date/Time Closed,Closed Date,Age (Days),Open,Closed,Subject,Public Description,Problem Group,Problem Category,Problem Category Detail,Problem Description,Geolocation Lat Long,Geolocation (Latitude),Geolocation (Longitude),SAP Notification Number,SAP Problem Category,SAP Problem Code,SAP Problem Type,SAP Reference Document,SAP Source List,SAP System Status,SAP User Status,Short Description,SLA,SAP URL,Case Record Type,block,tract,geoid,blockgroup
97165,0.0,Assigned,In process,0.0,1.0,SS-022225,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,8/2/2016 6:38,8/2/2016,8/5/2016 0:03,8/5/2016,,,41.0,1.0,0.0,Graffiti  at 4279 Poplar St,,Other,Graffiti,,,32.73636236789891-117.1027561650771,32.73636237,-117.1027562,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,4279 Poplar StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uoT9AAI,Street Division,2001,002502,060730025022001,2
102816,0.0,Closed,Closed,0.0,1.0,SS-027138,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,9/1/2016 7:20,9/1/2016,9/7/2016 0:02,9/7/2016,9/7/2016 0:02,9/7/2016,6.0,0.0,1.0,Graffiti  at 750 UNIVERSITY AV,Grafitti on utility boxes,Other,Graffiti,,,32.748398-117.15647,32.748398,-117.15647,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,750 UNIVERSITY AVGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034cW7AAI,Street Division Closed Case,2018,000400,060730004002018,2
97160,95334.0,Duplicate,New,1.0,0.0,SS-000600,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:33,8/2/2016,8/2/2016 5:34,8/2/2016,,,41.0,1.0,0.0,"Graffiti  at 1211 28th Street, San Diego, CA, United States",GRAFFITI,Other,Graffiti,,,32.7182479-117.1335845,32.7182479,-117.1335845,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uo0vAAA,Street Division,1002,004100,060730041001002,1
97158,0.0,Closed,Closed,0.0,1.0,SS-001575,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:31,8/2/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,7.0,0.0,1.0,"Graffiti  at 2661 A Street, San Diego, CA, United States",ON THE PROPERTY LINE BETWEEN 2661 AND 2669 UTILITY BOX,Other,Graffiti,,,32.718749-117.1369403,32.718749,-117.1369403,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"2661 A Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uo0MAAQ,Street Division Closed Case,1002,004501,060730045011002,1
97157,0.0,Assigned,In process,0.0,1.0,SS-001575,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:29,8/2/2016,8/10/2016 0:04,8/10/2016,,,41.0,1.0,0.0,"Graffiti  at 2631 A Street, San Diego, CA, United States",GRAFFTTI.  THIS IS ACTUALLY ON THE PROPERTY LINE TO THE EAST.,Other,Graffiti,,,32.7186566-117.1374871,32.7186566,-117.1374871,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL REFR,"2631 A Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unzdAAA,Street Division,1002,004501,060730045011002,1
97155,0.0,Closed,Closed,0.0,1.0,SS-001575,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:27,8/2/2016,8/10/2016 0:04,8/10/2016,8/10/2016 0:04,8/10/2016,8.0,0.0,1.0,"Graffiti  at 2646 A Street, San Diego, CA, United States","THIS ADDRESS IS ACTUALLY THE PROPERTY JUST WEST OF THE GRAFFITI THAT IS IN FRONT OF A CONDO UNIT THAT I COULD NOT SEE AN ADDRESS.

IT IS A NATURAL GAS UTILITY  BOX (MESH TYPE).",Other,Graffiti,,,32.7191688-117.1372563,32.7191688,-117.1372563,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"2646 A Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unzEAAQ,Street Division Closed Case,1001,004501,060730045011001,1
97154,0.0,Closed,Closed,0.0,0.0,SS-016731,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:27,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 4004 LOGAN AV, 92113",Description: Wall and garage door,Other,Graffiti,,,32.6965958491203-117.10817514068306,32.69659585,-117.1081751,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"4004 LOGAN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unyzAAA,Street Division Closed Case,2019,003502,060730035022019,2
97153,0.0,Acknowledged,New,0.0,0.0,SS-001575,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:25,8/2/2016,8/2/2016 5:37,8/2/2016,,,41.0,1.0,0.0,"Graffiti  at 2678 A Street, San Diego, CA, United States","GRAFFITI.   THIS HAS BEEN REPORTED EACH MONTH FOR THE LAST SIX MONTHS,  WHY HAS THIS NOT BEEN ADDRESSED IN A TIMELY AND PROFESSIONAL MANNER?",Other,Graffiti,,,32.7189868-117.1365153,32.7189868,-117.1365153,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unyBAAQ,Street Division,1001,004501,060730045011001,1
97152,95821.0,Duplicate,New,1.0,0.0,SS-023965,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:24,8/2/2016,8/2/2016 5:24,8/2/2016,,,41.0,1.0,0.0,"Graffiti Removal at 528 SAMPSON ST, 92113",Description: Graffiti,Other,Graffiti,,,32.70086679022348-117.13656908758867,32.70086679,-117.1365691,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uny1AAA,Street Division,2001,004900,060730049002001,2
97151,0.0,Closed,Closed,0.0,0.0,SS-001576,Offensive?,Yes,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:22,8/2/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,7.0,0.0,1.0,"Graffiti  at 2728 A Street, San Diego, CA, United States",GRAFFITI.   THIS HAS BEEN REPORTED REPEATEDLY OVER THE LAST SIX MONTHS AND NOTHING HAS BEEN DONE.   WHY?,Other,Graffiti,,,32.7189904-117.1354695,32.7189904,-117.1354695,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"2728 A Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unxmAAA,Street Division Closed Case,1000,004501,060730045011000,1
97150,0.0,Closed,Closed,0.0,1.0,SS-023963,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:21,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 238 SAMPSON ST, 92113",Description: Wall and fence,Other,Graffiti,,,32.702937115259736-117.13455818795437,32.70293712,-117.1345582,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"238 SAMPSON ST, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unxNAAQ,Street Division Closed Case,1003,004900,060730049001003,1
99973,0.0,Closed,Closed,0.0,0.0,SS-012551,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,8/16/2016 21:32,8/16/2016,8/19/2016 0:04,8/19/2016,8/19/2016 0:04,8/19/2016,2.0,0.0,1.0,Graffiti  at 3188 Grape St,,Other,Graffiti,,,32.72652156121214-117.1257296499688,32.72652156,-117.1257296,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,M,NOCO,CMPL,3188 Grape StGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033K3gAAE,Street Division Closed Case,2016,004400,060730044002016,2
97149,0.0,Closed,Closed,0.0,0.0,SS-001579,Offensive?,Yes,,Where is it located?,Park,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 5:20,8/2/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,7.0,0.0,1.0,"Graffiti  at 2913 A Street, San Diego, CA, United States","THE ADDRESS WITH THE GRAFFITI IS ACTUALLY ACROSS THE STREET FROM THE ADDRESS NOTED.  IT IS PART OF THE EINSTEIN ACADAMY, A PEACE PARK.   THERE IS GRAFFITI ON A WALL FACING A STREET.

THIS HAS  BEEN REPORTED EACH MONTH FOR SIX MONTHS AND NOTHING HAS BEEN DONE,  WHY?",Other,Graffiti,,,32.7187425-117.131346,32.7187425,-117.131346,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"2913 A Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unx8AAA,Street Division Closed Case,1000,004100,060730041001000,1
97148,0.0,Assigned,In process,0.0,0.0,SS-014064,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:17,8/2/2016,8/10/2016 0:04,8/10/2016,,,41.0,1.0,0.0,"Graffiti Removal at 3715 IMPERIAL AV, 92113",Description: Garage door,Other,Graffiti,,,32.70483433252442-117.11468870872002,32.70483433,-117.1146887,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOPR,INPR,"3720 clinton  st, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unwtAAA,Street Division,1000,003501,060730035011000,1
97147,0.0,Acknowledged,New,0.0,0.0,SS-015413,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:12,8/2/2016,8/2/2016 5:13,8/2/2016,,,41.0,1.0,0.0,"Graffiti Removal at 2981 L ST, 92102",Description: Wall,Other,Graffiti,,,32.70744104683911-117.13160928815753,32.70744105,-117.1316093,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unvqAAA,Street Division,4005,004000,060730040004005,4
97146,0.0,Assigned,In process,0.0,0.0,SS-007401,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:08,8/2/2016,8/5/2016 0:03,8/5/2016,,,41.0,1.0,0.0,"Graffiti Removal at 3746 CLINTON ST, 92113",Description: Fence,Other,Graffiti,,,32.70443033113994-117.11468474591194,32.70443033,-117.1146847,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOPR,INPR,"3746 CLINTON ST, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unudAAA,Street Division,1008,003501,060730035011008,1
97145,0.0,Closed,Closed,0.0,0.0,SS-015400,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:04,8/2/2016,9/8/2016 0:03,9/8/2016,9/8/2016 0:03,9/8/2016,37.0,0.0,1.0,"Graffiti Removal at 2768 L ST, 92102",Description: Fence blast job,Other,Graffiti,,,32.70743090506355-117.134561019695,32.70743091,-117.134561,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2768 L ST, 92102Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001untaAAA,Street Division Closed Case,3004,004800,060730048003004,3
99968,0.0,Closed,Closed,0.0,0.0,SS-000409,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,8/16/2016 20:05,8/16/2016,8/19/2016 0:04,8/19/2016,8/19/2016 0:04,8/19/2016,2.0,0.0,1.0,"Graffiti  at 938 16th Street San Diego, CA 92154",Graffiti on back of Stop Sign.,Other,Graffiti,,,32.579411-117.099348,32.579411,-117.099348,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,M,NOCO,CMPL,"938 16th Street San Diego, ...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Jy7AAE,Street Division Closed Case,3016,010103,060730101033016,3
97144,0.0,Acknowledged,New,0.0,0.0,SS-000596,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 5:00,8/2/2016,8/2/2016 5:00,8/2/2016,,,41.0,1.0,0.0,"Graffiti Removal at 428 28TH ST, 92102",Description: Wall,Other,Graffiti,,,32.710566566901846-117.13384799982266,32.71056657,-117.133848,5E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unshAAA,Street Division,1003,004800,060730048001003,1
99967,0.0,Closed,Closed,0.0,1.0,SS-010118,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,8/16/2016 20:03,8/16/2016,9/3/2016 0:03,9/3/2016,9/3/2016 0:02,9/3/2016,17.0,0.0,1.0,"Graffiti  at 1480-1498 Elder Avenue San Diego, CA 92154",Graffiti in White letters on fence. Please use matching paint.,Other,Graffiti,,,32.579071-117.10162,32.579071,-117.10162,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,1480-1498 Elder Avenue San ...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JxxAAE,Street Division Closed Case,3019,010103,060730101033019,3
97142,0.0,Closed,Closed,0.0,1.0,SS-014736,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:56,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2318 JULIAN AV, 92113",Description: Fence,Other,Graffiti,,,32.69790260011348-117.1352195487306,32.6979026,-117.1352195,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2318 JULIAN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unsNAAQ,Street Division Closed Case,2015,004900,060730049002015,2
97141,0.0,Closed,Closed,0.0,1.0,SS-014736,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:52,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2326 JULIAN AV, 92113",Description: Wall,Other,Graffiti,,,32.69790260011348-117.1352195487306,32.6979026,-117.1352195,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2326 JULIAN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unsIAAQ,Street Division Closed Case,2015,004900,060730049002015,2
97140,0.0,Closed,Closed,0.0,0.0,SS-014736,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:50,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2362 JULIAN AV, 92113",Description: Fence,Other,Graffiti,,,32.69790260011348-117.1352195487306,32.6979026,-117.1352195,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2362 JULIAN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uns3AAA,Street Division Closed Case,2015,004900,060730049002015,2
97139,0.0,Closed,Closed,0.0,0.0,SS-021165,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:44,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 428 S 36TH ST, 92113",Description: Wall,Other,Graffiti,,,32.70179328671642-117.11681734874878,32.70179329,-117.1168173,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"428 S 36TH ST, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrtAAA,Street Division Closed Case,2014,003501,060730035012014,2
97138,0.0,Closed,Closed,0.0,0.0,SS-023963,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:38,8/2/2016,9/8/2016 0:03,9/8/2016,9/8/2016 0:03,9/8/2016,37.0,0.0,1.0,"Graffiti Removal at 323 SAMPSON ST, 92113",Description: Fence,Other,Graffiti,,,32.702524771826-117.1349506407134,32.70252477,-117.1349506,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"323 SAMPSON ST, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unreAAA,Street Division Closed Case,1004,004900,060730049001004,1
97137,0.0,Assigned,In process,0.0,0.0,SS-020300,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:35,8/2/2016,8/9/2016 0:06,8/9/2016,,,41.0,1.0,0.0,"Graffiti Removal at 2230 OCEAN VIEW BL, 92113",Description: Fence,Other,Graffiti,,,32.701171445846924-117.13394884633723,32.70117145,-117.1339488,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOPR,INPR,"2230 OCEAN VIEW BL, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrZAAQ,Street Division,1008,004900,060730049001008,1
97136,0.0,Assigned,In process,0.0,0.0,SS-011439,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:33,8/2/2016,9/10/2016 0:03,9/10/2016,,,41.0,1.0,0.0,"Graffiti Removal at 2220 FRANKLIN AV, 92113",Description: Fence,Other,Graffiti,,,32.702937115259736-117.13455818795437,32.70293712,-117.1345582,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOPR,INPR,"2220 FRANKLIN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrUAAQ,Street Division,1003,004900,060730049001003,1
97135,97134.0,Closed,Closed,1.0,0.0,SS-007350,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,8/2/2016 4:28,8/2/2016,9/3/2016 0:03,9/3/2016,9/3/2016 0:03,9/3/2016,32.0,0.0,1.0,"Graffiti Removal at 2831 CLAY AV, 92113",Description: Garage,Other,Graffiti,,,32.70325610486749-117.13261743246385,32.7032561,-117.1326174,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrPAAQ,Street Division Closed Case,2014,003901,060730039012014,2
97134,0.0,Closed,Closed,0.0,0.0,SS-007350,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:21,8/2/2016,9/3/2016 0:03,9/3/2016,9/3/2016 0:02,9/3/2016,32.0,0.0,1.0,"Graffiti Removal at 2833 CLAY AV, 92113",scription: Graffiti,Other,Graffiti,,,32.70325610486749-117.13261743246385,32.7032561,-117.1326174,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2833 CLAY AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrFAAQ,Street Division Closed Case,2014,003901,060730039012014,2
97133,0.0,Closed,Closed,0.0,1.0,SS-011437,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:16,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2096 FRANKLIN AV, 92113",Description: Wall,Other,Graffiti,,,32.703540987822024-117.13543545543979,32.70354099,-117.1354355,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2096 FRANKLIN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unrAAAQ,Street Division Closed Case,1003,004900,060730049001003,1
97132,0.0,Closed,Closed,0.0,0.0,SS-010608,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:13,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2127 EVERETT AV, 92113",Description: Wall and garage door,Other,Graffiti,,,32.70489844269747-117.13547834750781,32.70489844,-117.1354783,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2127 EVERETT AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unr5AAA,Street Division Closed Case,3000,004900,060730049003000,3
97131,0.0,Closed,Closed,0.0,0.0,SS-011437,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,8/2/2016 4:08,8/2/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,28.0,0.0,1.0,"Graffiti Removal at 2142 FRANKLIN AV, 92113",Description: Wood Garage door,Other,Graffiti,,,32.703540987822024-117.13543545543979,32.70354099,-117.1354355,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,"2142 FRANKLIN AV, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001unqvAAA,Street Division Closed Case,1003,004900,060730049001003,1
99952,0.0,Closed,Closed,0.0,1.0,SS-017226,Offensive?,No,,Where is it located?,Park,,,,,,,,,,,Medium,Mobile,Problem resolved,8/16/2016 18:04,8/16/2016,9/3/2016 0:03,9/3/2016,9/3/2016 0:02,9/3/2016,17.0,0.0,1.0,"Graffiti  at 2605 Rose Creek Trail San Diego, CA 92109",Gang graffiti on Rose Canyon bike path,Other,Graffiti,,,32.80398-117.222885,32.80398,-117.222885,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,2605 Rose Creek Trail San D...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JqXAAU,Street Division Closed Case,1009,007800,060730078001009,1
99951,0.0,Acknowledged,New,0.0,0.0,SS-012484,Offensive?,No,,Where is it located?,Park,,,,,,,,,,,Medium,Mobile,Problem resolved,8/16/2016 18:01,8/16/2016,8/18/2016 7:37,8/18/2016,,,27.0,1.0,0.0,"Graffiti  at 2544-2594 Grand Avenue San Diego, CA 92109",Graffiti on overpass supports and aluminum ducting along my path.,Other,Graffiti,,,32.801836-117.222629,32.801836,-117.222629,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,,,2544-2594 Grand Avenue San ...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JqDAAU,Street Division,1030,007800,060730078001030,1
99950,0.0,Closed - Referred,Referred,0.0,0.0,,Offensive?,No,,Where is it located?,Park,,,,,,,,,This report has been referred to Park and Recreation at askparks@sandiego.gov,askparks@sandiego.gov,Medium,Mobile,Problem resolved,8/16/2016 17:58,8/16/2016,8/16/2016 22:58,8/16/2016,,,27.0,1.0,0.0,"Graffiti  at Rose Creek Trail San Diego, CA 92109",Graffiti on back of scoreboard,Other,Graffiti,,,32.800127-117.220411,32.800127,-117.220411,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JpyAAE,Street Division Closed Case,1000,007600,060730076001000,1
99949,0.0,Closed - Referred,Referred,0.0,0.0,,Offensive?,Yes,,Where is it located?,Park,,,,,,,,,This report has been referred to Park and Recreation at askparks@sandiego.gov,askparks@sandiego.gov,Medium,Mobile,Problem resolved,8/16/2016 17:57,8/16/2016,8/16/2016 22:58,8/16/2016,,,27.0,1.0,0.0,"Graffiti  at Rose Creek Trail San Diego, CA 92109",Graffiti on fence outside of the tennis courts.,Other,Graffiti,,,32.800182-117.220142,32.800182,-117.220142,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JpPAAU,Street Division Closed Case,1000,007600,060730076001000,1
