Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
96605,Sidewalk,32.7641884,-117.1170541,7/29/16,"Sidewalk  at 4737 35th St, San Diego, CA 92116, United States",Assigned,There is cracked concrete and no curb in front of the property.  Patched areas of asphalt.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001uftDAAQ,,32
96607,Sidewalk,32.7490565,-117.1190189,7/29/16,"Sidewalk  at 3861 Swift Ave, San Diego, CA, United States",Closed,"Heavily patched asphalt in front of property. Not level, numerous cracks.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufthAAA,8/26/16,27
96613,Traffic Sign,32.73249635,-117.1310475,7/29/16,"Traffic Sign  at Balboa Avenue & VIewridge Av, San Diego, CA, United States",Closed,"The ""KEARNY MESA""  monument signOn Balboa Ave (at  Viewridge Ave)The metal skin / frame at the bottom has come off and is hanging down. If this custom piece of painted sheet metal isn't fixed soon, it could get lost and then the fix would be 10x. Thanks",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufuVAAQ,8/4/16,5
96614,Sidewalk,32.7432395,-117.072026,7/29/16,"Sidewalk  at Streamview Drive, San Diego, CA, United States",Closed - Referred,Fire hydrant was struck by Bus #2006 just west of stop number 10675. Minor red paint transfer was reported. Please contact Safety Manager @ 619-643-4626 Marcus @ Transdev.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufuaAAA,,32
96615,Graffiti,32.712362,-117.037586,7/29/16,"Graffiti  at 7510-7548 Jamacha Road San Diego, CA 92114",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufvnAAA,8/9/16,10
96617,Graffiti,32.72421779,-117.12346,7/29/16,Graffiti  at 1727 33rd St,Closed,Lomas 26th St gang graffiti on Eucalyptus north of 1727 33rd in the canyon.  Graffiti is also on the log that crosses the creek bed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufwMAAQ,8/9/16,10
96618,Graffiti,32.712035,-117.040335,7/29/16,Graffiti  at N32.71 E117.04,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufx0AAA,,32
96620,Traffic Signal,32.80607631,-117.2189602,7/29/16,"Light Out at MISSION BAY DR & GARNET AV,, 92109",Acknowledged,PER CONSUMER THE RED LEFT SIGNAL IS OUT ON NORTH BOUND MISSION BAY DR TURNING TO GO WEST BOUND ON GARNET AVE.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufxAAAQ,,32
96623,Street Light,32.79550719,-117.2558539,7/29/16,"Light Out at 4461 OCEAN BL, 92109",Closed,PER CONSUMER THE STREET LIGHTS ALONG THE BOARDWALK FROM 4461-4465 ARE OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufxjAAA,8/25/16,26
96625,Pothole,32.8318259,-117.2765889,7/29/16,"Pothole  at 500 Nautilus Street, CA, United States",Closed,@ intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufxtAAA,8/16/16,17
96628,Graffiti,32.7466694,-117.2486031,7/29/16,"Graffiti  at 4900 Santa Monica Avenue, San Diego, CA 92107, United States",Assigned,grafitti on CVS/Appletree mural/ historic landmark,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufycAAA,,32
96630,Street Light,32.92927,-117.129337,7/29/16,"Street Light Light Out at 11361 Pegasus Avenue, San Diego, CA, United States",Assigned,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufzkAAA,,32
96631,Traffic Signal,32.71362945,-117.1601578,7/29/16,"Signals on Flash at 5TH AVE & F ST,, 92101",Acknowledged,PER PD. ON RED FLASH ALL DIRECTIONS.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufzpAAA,,32
96632,Pothole,32.75159761,-117.1216893,7/29/16,"Pothole at 4040 WABASH AV, 92104",Assigned,PER CONSUMER THERE IS A LARGE POTHOLE AT THE ADDRESS.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ufzzAAA,,32
96633,Street Light,33.008824,-117.086835,7/29/16,"Street Light Light Out at 16191 Rimstone Lane, San Diego, CA, United States",Closed,"I reported this street light out a couple months ago and it was fixed for a while, but does not come on every night. It appears to intermittently come on. It is not on again tonight, 7/29, at 11:30 pm.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug09AAA,8/26/16,27
96634,Pothole,32.8301397,-117.2786183,7/29/16,"Pothole  at 329 Bonair Street #8, la jolla, ca 92037",Assigned,"Alley thar runs north to south on the east side of the building, and then, behind building it turns east and runs to la jolla blvd.This alley is used by many residents, workers and trash trucks, daily.There are numerous potholes that have become dangerous.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug0YAAQ,,32
96635,Graffiti,32.76822362,-117.1625415,7/29/16,Graffiti  at 6967 Friars Rd,Assigned,Graffiti and possible encampments under 163.  Access from parking lot east of Avenida Del Rio and parking structure E.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug0dAAA,,32
96637,Storm Drain,32.72142321,-117.0849286,7/30/16,"Debris in Street at 1600 EUCLID AV, 92102",Closed,PER SDPD. WHITE AND BROWN PAINT SPILL.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug25AAA,8/5/16,6
96639,Tree Hazard,32.8002819,-117.2417423,7/30/16,"Tree Hazard  at 1547 Felspar Street, San Diego, CA, United States",Closed,"Palm tree completely overgrown.  Large leaves looking like they are going to fall off at any moment, posing a danger to pedestrians including PB middle school students.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug5nAAA,8/3/16,4
96643,Traffic Sign,32.91369372,-117.1957497,7/30/16,Traffic Sign  at 32.91N 117.20W,Closed,Median signs broken off,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug6qAAA,8/6/16,7
96648,Street Light,32.8453784,-117.2727899,7/30/16,"Street Light Light Out at 7800 Herschel Ave, La Jolla, CA, United States",Assigned,The entire block of street lights along Herschel Avenue from Wall Street to Silverado Street have been out for weeks.  This is a major tourist area.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug8cAAA,,31
96652,Street Flooded,32.8552918,-117.2573197,7/30/16,"Street Flooded  at 2118 Vallecitos, La Jolla, CA, United States",Closed - Referred,The back flow located along the sidewalk at the south end of Kellogg Park continues to purge water flooding the area. A crew came out and shut the water off to stop the purging but now the backflow needs to be repaired.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug9GAAQ,,31
96653,Graffiti,32.81716866,-117.1757402,7/30/16,Graffiti  at 4002 Mount Abraham Ave,Assigned,Gang tagging on residential fence.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug9LAAQ,,31
96655,Traffic Signal,32.84051248,-117.2725076,7/30/16,"Signals on Flash at GIRARD AV & PEARL ST,, 92037",Assigned,Signals on red flash,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug9uAAA,,31
96656,Street Light,32.75139892,-117.1058441,7/30/16,Street Light Light On During Day at 4092 Marlborough Ave,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ug9zAAA,8/25/16,26
96663,,32.6954157,-117.1381202,7/30/16,"Curb Illegal Painting at 1020 S 26th St, San Diego, CA 92113, United States",Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugBWAAY,,31
96666,Traffic Sign,32.75451435,-117.1437543,7/30/16,Traffic Sign  at 4209 Florida St,Closed,"Street parking sign down near Dunn Edwards store, obstructing sidewalk. It's a tripping hazard.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugC5AAI,8/3/16,4
96667,Sidewalk,32.74661863,-117.107106,7/30/16,Sidewalk  at 3738 41st St,Closed,Sidewalk dangerous,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugCUAAY,8/6/16,7
96668,Sidewalk,32.7454618,-117.2524021,7/30/16,Sidewalk  at 1818 Bacon St,Duplicate,Pothole,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugCoAAI,,31
96670,Curb,32.719404,-117.167835,7/30/16,"Curb Damage at 1337 India Street, San Diego, CA, United States",Duplicate,Passenger loading zone curb is damaged. Hazard!,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugDNAAY,,31
96671,Graffiti,32.7573164,-117.1108403,7/30/16,"Graffiti  at 3828 Meade Avenue, San Diego, CA, United States",Closed,Graffiti on sidewalk north side of Meade,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugDSAAY,8/6/16,7
96672,Graffiti,32.75721264,-117.1119454,7/30/16,"Graffiti  at 3774 Meade Ave, San Diego, CA 92116, USA",Closed,Graffiti on utility box on north side of Meade in right of way near alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugDcAAI,8/6/16,7
96674,Traffic Signal,,,7/30/16,Light Out at 8500 BALBOA AV,Assigned,LEFT TURN ARROW W/B BALBOA RED LIGHT OUT AT TRAFFIC SIGNAL,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugELAAY,,31
96675,Traffic Sign,32.8059456,-117.2527045,7/30/16,Traffic Sign  at DAWES&LORING-install stop sign,Acknowledged,"There should be a stop sign on Loring street at the intersection with Dawes. I'm not sure if this is the right way to request this. There is poor visibility from Dawes street. About a dozen times a day people pull partially into the road and horns honk, brakes slam. I would appreciate it of the city looked into this issue. Thank you.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugEfAAI,,31
96677,Street Light,32.80066423,-117.1651438,7/30/16,"Street Light Light Out at Kearny Mesa Recreation Center, Armstrong Street, San Diego, CA, United States",Assigned,"One light is out on Armstrong st, another one is out in the parking lot next to Armstrong st, a light that faces the baby swings and monkey bars is out and a group of lights near the dog park wont turn on and it's very dark over there at night.  Please fix those lights.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugFYAAY,,31
96678,Street Light,32.8090193,-117.1513673,7/30/16,"Street Light Light On During Day at 3416-3666 Kearny Villa Rd, San Diego, CA 92123, USA",Assigned,Streetlight is on during the day.  Please fix it so the light can last longer.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugFdAAI,,31
96680,Sidewalk,32.71722988,-117.1691457,7/30/16,"Sidewalk  at 1073-1099 Kettner Blvd, San Diego, CA 92101, USA",Closed - Referred,The hinges on the water valve covers are broken.  When someone steps on them they cave in on one side.  Huge trip hazard.  Pictures attached.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugFnAAI,,31
96683,Pothole,32.9107492,-117.0877344,7/30/16,"Pothole  at 10323 Mesa Madera Drive, San Diego, CA, United States",Closed,"Pothole around the white, metal, water cover across from the fire hydrant. Asphalt is missing.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugGMAAY,8/16/16,16
96684,Traffic Sign,32.750028,-117.120701,7/30/16,"Traffic Sign  at 4002 34th Street, San Diego, CA, United States",Closed,The Stop sign on south-bound 34th street at Lincoln Ave. was knocked down at 01:35 this morning. The sign is now laying on the ground next to the market on the corner.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugH5AAI,8/2/16,2
96685,Traffic Signal,32.69546795,-117.1189167,7/30/16,"Signals on Flash at S 35TH ST & NATIONAL AV,, 92113",Assigned,TRAFFIC SIGNAL ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugHKAAY,,31
96688,Curb,32.794289,-117.248193,7/30/16,"Curb Faded Paint at 1128 Reed Avenue San Diego, CA 92109",Closed,Please review paint the curb red as people Park in the red zones all the time,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugIrAAI,8/9/16,9
96689,Graffiti,32.56912862,-117.0686712,7/30/16,"Graffiti Removal at 2950 IRIS AV, 92154",Closed,GRAFFITI REMOVAL ON BLOCK WALL BY BUS TOP.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugJBAAY,8/11/16,11
96690,Graffiti,32.56912862,-117.0686712,7/30/16,"Graffiti Removal at 2950 IRIS AV, 92154",Closed,GRAFFITI ON SIDEWALK ACROSS FROM THIS ADDRESS.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugJVAAY,8/9/16,9
96691,Graffiti,32.56757777,-117.0720779,7/30/16,"Graffiti Removal at VILLAGE PINE DR & MONTEREY PINE DR,, 92173",Closed,GRAFFITI REMOVAL ON SIDEWALKS,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugJaAAI,8/9/16,9
96696,Curb,32.99071097,-117.0724928,7/30/16,Curb Faded Paint at 12538?12598 Carmel Mountain Rd,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugLbAAI,8/5/16,5
96697,Pothole,32.99749549,-117.0824401,7/30/16,Pothole  at 15251?15399 Camino del Norte,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugLlAAI,8/3/16,3
96699,Pothole,33.00489872,-117.0919868,7/30/16,Pothole  at 15987?15999 Camino del Norte,Closed,"In middle lane going away from I-15, giant pothole on right side",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugLvAAI,8/17/16,17
96702,Storm Drain,32.796365,-117.234459,7/30/16,"Storm Drain Object in drain at 1860 Oliver Avenue, San Diego, CA, United States",Closed - Referred,"Actually, the problem is probably water department ...not storm drain. Cockroaches are breeding in place in sidewalk where water main connection to house.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugNDAAY,,31
96703,Sidewalk,32.74121167,-117.0832222,7/30/16,Sidewalk  at 5193?5391 Chollas Pkwy,Assigned,Ice plant has been overgrown for more than 2 years. Storm drain and sidewalk in front of this empty lot are affected. Pedestrians have little room to walk on sidewalk. Lot between 5227 and 5215 chollas parkway.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugNmAAI,,31
96704,Sidewalk,32.74138307,-117.0830887,7/30/16,Sidewalk  at 5227 Chollas Pkwy,Duplicate,Sidewalk has overgrown ice plant...also reported that storm drain is overgrown by ice plant as well. This is an empty lot next door to 5227 chollas parkway.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugO6AAI,,31
96705,Traffic Signal,32.81056949,-117.1811862,7/30/16,"Signals All Out at MT ARARAT DR & MT ACADIA BL,, 92111",Assigned,Signals all out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugOBAAY,,31
96707,Tree Hazard,32.82927922,-117.1028439,7/30/16,Tree Hazard  at 10522?10530 Clairemont Mesa Blvd,Assigned,Very large tree looks like it is dying or dead. Limbs hang over the street that could be dangerous to vehicle and pedestrian traffic.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugOVAAY,,31
96708,Traffic Signal,32.7188538,-117.1592903,7/30/16,"Traffic Signal Light Out at 6th and a st San Diego, ca 92101",Acknowledged,The green light indicator is out in the eastbound direction on A st,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugOfAAI,,31
96709,Tree Hazard,32.73963846,-117.1594964,7/30/16,Tree Hazard  at 3290 6th Ave,Closed,Palm tree fruit is causing havoc on car and on the floor.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugOkAAI,8/3/16,3
96710,Graffiti,32.7564032,-117.1118199,7/30/16,"Graffiti  at 4356 38th Street, San Diego, CA, United States",Closed,graffiti on north end of sidewalk in front of 4356 38th St,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugOpAAI,8/9/16,9
96711,Graffiti,32.722547,-117.083818,7/30/16,Graffiti  at N32.72 E117.08,Assigned,Sticker at top left of back too,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ugP9AAI,,31
